disp_id,client_id,account_id,type,bank_id
1089,1089,904,OWNER,3
1090,1090,905,OWNER,2
1091,1091,906,OWNER,3
1092,1092,907,OWNER,1
1093,1093,908,OWNER,3
1094,1094,909,OWNER,2
1095,1095,909,DISPONENT,2
1096,1096,910,OWNER,3
1097,1097,910,DISPONENT,3
1098,1098,911,OWNER,3
1099,1099,912,OWNER,3
1100,1100,913,OWNER,2
1101,1101,914,OWNER,1
1102,1102,915,OWNER,3
1103,1103,916,OWNER,2
1104,1104,916,DISPONENT,2
1105,1105,917,OWNER,1
1106,1106,917,DISPONENT,1
1107,1107,918,OWNER,2
1108,1108,919,OWNER,1
1109,1109,920,OWNER,3
1110,1110,921,OWNER,3
1111,1111,922,OWNER,2
1112,1112,923,OWNER,2
1113,1113,924,OWNER,3
1114,1114,925,OWNER,1
1115,1115,926,OWNER,2
1116,1116,927,OWNER,1
1117,1117,928,OWNER,1
1118,1118,928,DISPONENT,1
1119,1119,929,OWNER,2
1120,1120,930,OWNER,3
1121,1121,931,OWNER,2
1122,1122,932,OWNER,1
1123,1123,932,DISPONENT,1
1124,1124,933,OWNER,3
1125,1125,934,OWNER,3
1126,1126,934,DISPONENT,3
1127,1127,935,OWNER,2
1128,1128,936,OWNER,1
1129,1129,937,OWNER,3
1130,1130,938,OWNER,2
1131,1131,939,OWNER,3
1132,1132,939,DISPONENT,3
1133,1133,940,OWNER,1
1134,1134,940,DISPONENT,1
1135,1135,941,OWNER,3
1136,1136,942,OWNER,2
1137,1137,943,OWNER,2
1138,1138,944,OWNER,1
1139,1139,944,DISPONENT,1
1140,1140,945,OWNER,1
1141,1141,946,OWNER,3
1142,1142,947,OWNER,1
1143,1143,947,DISPONENT,1
1145,1145,949,OWNER,1
1146,1146,950,OWNER,1
1147,1147,951,OWNER,3
1148,1148,952,OWNER,2
1149,1149,953,OWNER,1
1150,1150,954,OWNER,3
1151,1151,955,OWNER,2
1152,1152,956,OWNER,2
1153,1153,957,OWNER,3
1154,1154,958,OWNER,3
1155,1155,958,DISPONENT,3
1156,1156,959,OWNER,2
1157,1157,960,OWNER,1
1158,1158,961,OWNER,1
1159,1159,962,OWNER,3
1160,1160,962,DISPONENT,3
1161,1161,963,OWNER,1
1162,1162,964,OWNER,3
1163,1163,965,OWNER,1
1164,1164,966,OWNER,3
1165,1165,967,OWNER,3
1166,1166,968,OWNER,3
1167,1167,968,DISPONENT,3
1168,1168,969,OWNER,2
1169,1169,970,OWNER,2
1170,1170,971,OWNER,3
1171,1171,972,OWNER,1
1172,1172,973,OWNER,2
1173,1173,973,DISPONENT,2
1174,1174,974,OWNER,2
1175,1175,975,OWNER,2
1176,1176,975,DISPONENT,2
1177,1177,976,OWNER,2
1178,1178,977,OWNER,3
1179,1179,978,OWNER,2
1180,1180,979,OWNER,3
1181,1181,980,OWNER,1
1182,1182,981,OWNER,2
1183,1183,982,OWNER,1
1186,1186,984,OWNER,3
1187,1187,985,OWNER,2
1188,1188,985,DISPONENT,2
1189,1189,986,OWNER,3
1190,1190,987,OWNER,3
1191,1191,987,DISPONENT,3
1192,1192,988,OWNER,3
1193,1193,989,OWNER,2
1194,1194,990,OWNER,1
1195,1195,991,OWNER,3
1196,1196,992,OWNER,2
1197,1197,993,OWNER,2
1198,1198,994,OWNER,1
1199,1199,995,OWNER,3
1200,1200,996,OWNER,3
1201,1201,997,OWNER,2
1202,1202,998,OWNER,1
1204,1204,1000,OWNER,2
1206,1206,1002,OWNER,2
1207,1207,1003,OWNER,1
1208,1208,1004,OWNER,2
1209,1209,1005,OWNER,3
1210,1210,1006,OWNER,1
1211,1211,1007,OWNER,2
1212,1212,1008,OWNER,3
1213,1213,1009,OWNER,2
1214,1214,1010,OWNER,1
1215,1215,1011,OWNER,2
1216,1216,1012,OWNER,3
1217,1217,1013,OWNER,3
1218,1218,1014,OWNER,2
1219,1219,1015,OWNER,1
1220,1220,1016,OWNER,2
1221,1221,1017,OWNER,2
1222,1222,1018,OWNER,3
1223,1223,1019,OWNER,2
1224,1224,1020,OWNER,1
1225,1225,1021,OWNER,1
1226,1226,1022,OWNER,3
1227,1227,1022,DISPONENT,3
1228,1228,1023,OWNER,2
1229,1229,1024,OWNER,2
1231,1231,1026,OWNER,3
1232,1232,1026,DISPONENT,3
1233,1233,1027,OWNER,1
1234,1234,1028,OWNER,2
1235,1235,1028,DISPONENT,2
1236,1236,1029,OWNER,2
1237,1237,1030,OWNER,3
1238,1238,1031,OWNER,3
1239,1239,1032,OWNER,3
1240,1240,1033,OWNER,3
1241,1241,1034,OWNER,2
1242,1242,1035,OWNER,3
1243,1243,1036,OWNER,3
1244,1244,1037,OWNER,3
1245,1245,1038,OWNER,1
1246,1246,1039,OWNER,3
1247,1247,1039,DISPONENT,3
1248,1248,1040,OWNER,2
1250,1250,1042,OWNER,1
1251,1251,1043,OWNER,1
1252,1252,1043,DISPONENT,1
1253,1253,1044,OWNER,2
1254,1254,1045,OWNER,3
1255,1255,1046,OWNER,2
1256,1256,1047,OWNER,1
1257,1257,1048,OWNER,1
1258,1258,1048,DISPONENT,1
1259,1259,1049,OWNER,1
1260,1260,1050,OWNER,1
1261,1261,1050,DISPONENT,1
1262,1262,1051,OWNER,2
1263,1263,1051,DISPONENT,2
1264,1264,1052,OWNER,3
1265,1265,1053,OWNER,1
1266,1266,1054,OWNER,3
1267,1267,1055,OWNER,3
1268,1268,1055,DISPONENT,3
1269,1269,1056,OWNER,2
1270,1270,1057,OWNER,1
1271,1271,1058,OWNER,3
1272,1272,1059,OWNER,2
1273,1273,1060,OWNER,1
1274,1274,1061,OWNER,3
1275,1275,1062,OWNER,2
1276,1276,1063,OWNER,3
1277,1277,1064,OWNER,1
1278,1278,1065,OWNER,2
1279,1279,1066,OWNER,1
1280,1280,1067,OWNER,3
1281,1281,1067,DISPONENT,3
1282,1282,1068,OWNER,1
1283,1283,1069,OWNER,3
1284,1284,1069,DISPONENT,3
1285,1285,1070,OWNER,3
1286,1286,1071,OWNER,3
1287,1287,1072,OWNER,1
1288,1288,1073,OWNER,3
1289,1289,1074,OWNER,1
1290,1290,1075,OWNER,1
1291,1291,1076,OWNER,1
1292,1292,1077,OWNER,1
1293,1293,1078,OWNER,3
1294,1294,1078,DISPONENT,3
1295,1295,1079,OWNER,3
1296,1296,1080,OWNER,1
1297,1297,1081,OWNER,2
1298,1298,1081,DISPONENT,2
1299,1299,1082,OWNER,3
1300,1300,1083,OWNER,3
1303,1303,1085,OWNER,3
1304,1304,1086,OWNER,1
1305,1305,1087,OWNER,1
1306,1306,1088,OWNER,2
1307,1307,1089,OWNER,1
1308,1308,1090,OWNER,2
1309,1309,1091,OWNER,3
1310,1310,1092,OWNER,2
1311,1311,1093,OWNER,2
1312,1312,1094,OWNER,1
1313,1313,1095,OWNER,2
1314,1314,1095,DISPONENT,2
1315,1315,1096,OWNER,1
1316,1316,1097,OWNER,1
1317,1317,1097,DISPONENT,1
1318,1318,1098,OWNER,1
1321,1321,1100,OWNER,2
1322,1322,1101,OWNER,1
1323,1323,1102,OWNER,3
1324,1324,1103,OWNER,3
1325,1325,1104,OWNER,2
1326,1326,1105,OWNER,2
1327,1327,1106,OWNER,2
1328,1328,1107,OWNER,1
1329,1329,1108,OWNER,1
1330,1330,1109,OWNER,1
1331,1331,1110,OWNER,2
1332,1332,1111,OWNER,3
1333,1333,1112,OWNER,3
1334,1334,1113,OWNER,2
1335,1335,1114,OWNER,2
1336,1336,1114,DISPONENT,2
1337,1337,1115,OWNER,3
1338,1338,1115,DISPONENT,3
1339,1339,1116,OWNER,1
1340,1340,1117,OWNER,1
1341,1341,1118,OWNER,3
1343,1343,1120,OWNER,1
1344,1344,1120,DISPONENT,1
1345,1345,1121,OWNER,3
1346,1346,1122,OWNER,2
1347,1347,1123,OWNER,1
1348,1348,1123,DISPONENT,1
1349,1349,1124,OWNER,2
1350,1350,1125,OWNER,2
1351,1351,1125,DISPONENT,2
1352,1352,1126,OWNER,3
1353,1353,1127,OWNER,1
1354,1354,1128,OWNER,3
1355,1355,1129,OWNER,1
1356,1356,1130,OWNER,2
1359,1359,1132,OWNER,3
1360,1360,1132,DISPONENT,3
1361,1361,1133,OWNER,2
1362,1362,1133,DISPONENT,2
1363,1363,1134,OWNER,2
1364,1364,1135,OWNER,2
1365,1365,1135,DISPONENT,2
1366,1366,1136,OWNER,1
1367,1367,1137,OWNER,2
1368,1368,1137,DISPONENT,2
1369,1369,1138,OWNER,1
1370,1370,1139,OWNER,1
1371,1371,1140,OWNER,3
1372,1372,1141,OWNER,1
1373,1373,1142,OWNER,1
1375,1375,1144,OWNER,3
1376,1376,1145,OWNER,2
1377,1377,1145,DISPONENT,2
1378,1378,1146,OWNER,3
1379,1379,1146,DISPONENT,3
1380,1380,1147,OWNER,3
1382,1382,1149,OWNER,3
1383,1383,1150,OWNER,2
1384,1384,1151,OWNER,1
1385,1385,1152,OWNER,2
1386,1386,1152,DISPONENT,2
1387,1387,1153,OWNER,2
1388,1388,1154,OWNER,1
1389,1389,1155,OWNER,3
1390,1390,1156,OWNER,3
1391,1391,1157,OWNER,3
1392,1392,1158,OWNER,3
1393,1393,1158,DISPONENT,3
1394,1394,1159,OWNER,1
1395,1395,1159,DISPONENT,1
1396,1396,1160,OWNER,1
1397,1397,1161,OWNER,3
1401,1401,1164,OWNER,1
1402,1402,1165,OWNER,1
1403,1403,1165,DISPONENT,1
1404,1404,1166,OWNER,1
1406,1406,1168,OWNER,2
1407,1407,1168,DISPONENT,2
1408,1408,1169,OWNER,3
1409,1409,1170,OWNER,1
1410,1410,1171,OWNER,2
1411,1411,1171,DISPONENT,2
1412,1412,1172,OWNER,2
1413,1413,1173,OWNER,2
1414,1414,1174,OWNER,1
1416,1416,1176,OWNER,3
1417,1417,1177,OWNER,3
1418,1418,1178,OWNER,1
1419,1419,1179,OWNER,3
1420,1420,1179,DISPONENT,3
1421,1421,1180,OWNER,1
1422,1422,1181,OWNER,1
1423,1423,1181,DISPONENT,1
1424,1424,1182,OWNER,1
1425,1425,1183,OWNER,1
1426,1426,1183,DISPONENT,1
1427,1427,1184,OWNER,3
1428,1428,1185,OWNER,2
1429,1429,1185,DISPONENT,2
1430,1430,1186,OWNER,1
1431,1431,1187,OWNER,3
1432,1432,1188,OWNER,1
1433,1433,1189,OWNER,1
1434,1434,1189,DISPONENT,1
1435,1435,1190,OWNER,1
1438,1438,1192,OWNER,1
1439,1439,1193,OWNER,3
1440,1440,1194,OWNER,1
1441,1441,1195,OWNER,3
1442,1442,1195,DISPONENT,3
1443,1443,1196,OWNER,2
1444,1444,1196,DISPONENT,2
1445,1445,1197,OWNER,2
1446,1446,1198,OWNER,2
1447,1447,1198,DISPONENT,2
1448,1448,1199,OWNER,1
1449,1449,1200,OWNER,3
1450,1450,1201,OWNER,2
1452,1452,1203,OWNER,1
1453,1453,1204,OWNER,2
1454,1454,1205,OWNER,3
1455,1455,1205,DISPONENT,3
1456,1456,1206,OWNER,1
1457,1457,1206,DISPONENT,1
1458,1458,1207,OWNER,3
1459,1459,1208,OWNER,1
1460,1460,1209,OWNER,3
1461,1461,1210,OWNER,2
1462,1462,1211,OWNER,2
1463,1463,1212,OWNER,3
1464,1464,1213,OWNER,3
1465,1465,1213,DISPONENT,3
1466,1466,1214,OWNER,1
1467,1467,1215,OWNER,1
1468,1468,1216,OWNER,3
1469,1469,1217,OWNER,2
1470,1470,1218,OWNER,2
1471,1471,1218,DISPONENT,2
1472,1472,1219,OWNER,2
1473,1473,1220,OWNER,3
1474,1474,1221,OWNER,3
1475,1475,1222,OWNER,2
1476,1476,1223,OWNER,2
1478,1478,1225,OWNER,3
1479,1479,1226,OWNER,1
1480,1480,1227,OWNER,1
1481,1481,1228,OWNER,1
1482,1482,1229,OWNER,3
1483,1483,1230,OWNER,2
1484,1484,1230,DISPONENT,2
1485,1485,1231,OWNER,3
1486,1486,1231,DISPONENT,3
1487,1487,1232,OWNER,2
1488,1488,1233,OWNER,1
1489,1489,1234,OWNER,1
1490,1490,1235,OWNER,3
1491,1491,1236,OWNER,2
1492,1492,1237,OWNER,1
1493,1493,1238,OWNER,1
1494,1494,1238,DISPONENT,1
1495,1495,1239,OWNER,1
1496,1496,1240,OWNER,3
1497,1497,1241,OWNER,3
1498,1498,1241,DISPONENT,3
1499,1499,1242,OWNER,1
1500,1500,1243,OWNER,1
1501,1501,1244,OWNER,3
1502,1502,1245,OWNER,1
1503,1503,1246,OWNER,2
1504,1504,1246,DISPONENT,2
1505,1505,1247,OWNER,2
1506,1506,1248,OWNER,3
1507,1507,1248,DISPONENT,3
1508,1508,1249,OWNER,1
1509,1509,1250,OWNER,2
1510,1510,1251,OWNER,1
1511,1511,1252,OWNER,1
1512,1512,1253,OWNER,2
1513,1513,1254,OWNER,1
1514,1514,1255,OWNER,1
1516,1516,1256,OWNER,2
1517,1517,1257,OWNER,3
1518,1518,1258,OWNER,2
1519,1519,1258,DISPONENT,2
1520,1520,1259,OWNER,3
1521,1521,1260,OWNER,2
1522,1522,1261,OWNER,1
1523,1523,1262,OWNER,2
1524,1524,1263,OWNER,2
1525,1525,1264,OWNER,2
1526,1526,1264,DISPONENT,2
1527,1527,1265,OWNER,2
1528,1528,1266,OWNER,3
1529,1529,1267,OWNER,3
1530,1530,1268,OWNER,3
1531,1531,1269,OWNER,3
1532,1532,1269,DISPONENT,3
1533,1533,1270,OWNER,1
1534,1534,1271,OWNER,3
1535,1535,1272,OWNER,1
1536,1536,1273,OWNER,3
1537,1537,1274,OWNER,2
1539,1539,1275,OWNER,3
1540,1540,1276,OWNER,1
1541,1541,1276,DISPONENT,1
1542,1542,1277,OWNER,1
1543,1543,1277,DISPONENT,1
1546,1546,1279,OWNER,1
1547,1547,1279,DISPONENT,1
1548,1548,1280,OWNER,2
1549,1549,1280,DISPONENT,2
1550,1550,1281,OWNER,1
1554,1554,1284,OWNER,3
1555,1555,1285,OWNER,1
1556,1556,1286,OWNER,1
1557,1557,1287,OWNER,1
1558,1558,1288,OWNER,2
1559,1559,1289,OWNER,1
1561,1561,1291,OWNER,3
1562,1562,1291,DISPONENT,3
1563,1563,1292,OWNER,1
1564,1564,1293,OWNER,2
1565,1565,1294,OWNER,2
1566,1566,1295,OWNER,3
1567,1567,1296,OWNER,2
1568,1568,1296,DISPONENT,2
1569,1569,1297,OWNER,2
1570,1570,1297,DISPONENT,2
1571,1571,1298,OWNER,1
1572,1572,1299,OWNER,1
1574,1574,1301,OWNER,3
1575,1575,1302,OWNER,1
1576,1576,1302,DISPONENT,1
1577,1577,1303,OWNER,2
1578,1578,1304,OWNER,3
1579,1579,1305,OWNER,2
1580,1580,1306,OWNER,3
1581,1581,1307,OWNER,1
1582,1582,1308,OWNER,1
1583,1583,1309,OWNER,1
1584,1584,1310,OWNER,1
1585,1585,1311,OWNER,1
1586,1586,1311,DISPONENT,1
1587,1587,1312,OWNER,1
1588,1588,1313,OWNER,2
1589,1589,1314,OWNER,3
1590,1590,1315,OWNER,2
1591,1591,1316,OWNER,3
1592,1592,1317,OWNER,2
1593,1593,1317,DISPONENT,2
1594,1594,1318,OWNER,3
1595,1595,1319,OWNER,3
1596,1596,1320,OWNER,3
1597,1597,1321,OWNER,2
1598,1598,1322,OWNER,3
1599,1599,1323,OWNER,2
1600,1600,1323,DISPONENT,2
1601,1601,1324,OWNER,1
1602,1602,1324,DISPONENT,1
1603,1603,1325,OWNER,3
1604,1604,1325,DISPONENT,3
1605,1605,1326,OWNER,1
1606,1606,1327,OWNER,1
1607,1607,1328,OWNER,1
1608,1608,1329,OWNER,3
1609,1609,1329,DISPONENT,3
1610,1610,1330,OWNER,2
1611,1611,1331,OWNER,3
1612,1612,1331,DISPONENT,3
1613,1613,1332,OWNER,2
1614,1614,1333,OWNER,3
1615,1615,1334,OWNER,3
1616,1616,1335,OWNER,2
1617,1617,1336,OWNER,1
1618,1618,1337,OWNER,3
1619,1619,1338,OWNER,2
1620,1620,1338,DISPONENT,2
1621,1621,1339,OWNER,3
1622,1622,1340,OWNER,3
1623,1623,1341,OWNER,3
1624,1624,1342,OWNER,1
1625,1625,1342,DISPONENT,1
1628,1628,1344,OWNER,3
1629,1629,1345,OWNER,1
1630,1630,1345,DISPONENT,1
1631,1631,1346,OWNER,2
1632,1632,1347,OWNER,1
1633,1633,1348,OWNER,2
1634,1634,1348,DISPONENT,2
1635,1635,1349,OWNER,1
1636,1636,1349,DISPONENT,1
1637,1637,1350,OWNER,2
1638,1638,1351,OWNER,2
1639,1639,1352,OWNER,3
1640,1640,1353,OWNER,2
1641,1641,1354,OWNER,1
1642,1642,1355,OWNER,3
1643,1643,1356,OWNER,2
1644,1644,1357,OWNER,2
1645,1645,1358,OWNER,3
1646,1646,1359,OWNER,3
1647,1647,1360,OWNER,2
1648,1648,1361,OWNER,3
1649,1649,1361,DISPONENT,3
1650,1650,1362,OWNER,1
1651,1651,1363,OWNER,2
1653,1653,1365,OWNER,1
1654,1654,1366,OWNER,3
1655,1655,1367,OWNER,3
1656,1656,1368,OWNER,2
1657,1657,1369,OWNER,2
1658,1658,1370,OWNER,1
1659,1659,1371,OWNER,3
1660,1660,1372,OWNER,2
1661,1661,1373,OWNER,1
1662,1662,1374,OWNER,2
1663,1663,1375,OWNER,1
1664,1664,1376,OWNER,2
1665,1665,1376,DISPONENT,2
1666,1666,1377,OWNER,2
1667,1667,1377,DISPONENT,2
1668,1668,1378,OWNER,1
1669,1669,1379,OWNER,3
1670,1670,1380,OWNER,2
1671,1671,1381,OWNER,2
1672,1672,1381,DISPONENT,2
1673,1673,1382,OWNER,3
1674,1674,1383,OWNER,3
1675,1675,1384,OWNER,3
1676,1676,1385,OWNER,3
1677,1677,1385,DISPONENT,3
1679,1679,1387,OWNER,1
1680,1680,1388,OWNER,1
1681,1681,1389,OWNER,3
1682,1682,1390,OWNER,2
1683,1683,1391,OWNER,1
1684,1684,1391,DISPONENT,1
1685,1685,1392,OWNER,2
1686,1686,1393,OWNER,2
1687,1687,1393,DISPONENT,2
1688,1688,1394,OWNER,2
1689,1689,1395,OWNER,1
1690,1690,1396,OWNER,2
1691,1691,1397,OWNER,2
1692,1692,1398,OWNER,1
1693,1693,1399,OWNER,2
1694,1694,1399,DISPONENT,2
1696,1696,1401,OWNER,2
1697,1697,1402,OWNER,2
1698,1698,1402,DISPONENT,2
1699,1699,1403,OWNER,1
1700,1700,1404,OWNER,2
1701,1701,1404,DISPONENT,2
1702,1702,1405,OWNER,3
1703,1703,1406,OWNER,3
1704,1704,1406,DISPONENT,3
1705,1705,1407,OWNER,3
1706,1706,1407,DISPONENT,3
1707,1707,1408,OWNER,2
1709,1709,1410,OWNER,3
1710,1710,1411,OWNER,1
1711,1711,1412,OWNER,3
1712,1712,1412,DISPONENT,3
1713,1713,1413,OWNER,1
1714,1714,1414,OWNER,3
1717,1717,1416,OWNER,1
1718,1718,1417,OWNER,2
1719,1719,1418,OWNER,2
1720,1720,1419,OWNER,1
1721,1721,1419,DISPONENT,1
1722,1722,1420,OWNER,1
1723,1723,1421,OWNER,2
1724,1724,1422,OWNER,3
1725,1725,1423,OWNER,2
1726,1726,1423,DISPONENT,2
1727,1727,1424,OWNER,3
1728,1728,1424,DISPONENT,3
1729,1729,1425,OWNER,2
1730,1730,1426,OWNER,3
1731,1731,1427,OWNER,2
1733,1733,1429,OWNER,3
1734,1734,1430,OWNER,3
1735,1735,1430,DISPONENT,3
1736,1736,1431,OWNER,1
1737,1737,1432,OWNER,2
1738,1738,1432,DISPONENT,2
1741,1741,1434,OWNER,1
1742,1742,1435,OWNER,2
1743,1743,1436,OWNER,2
1744,1744,1437,OWNER,1
1745,1745,1438,OWNER,2
1746,1746,1439,OWNER,1
1747,1747,1439,DISPONENT,1
1748,1748,1440,OWNER,1
1749,1749,1441,OWNER,3
1750,1750,1442,OWNER,1
1751,1751,1443,OWNER,2
1752,1752,1444,OWNER,2
1753,1753,1445,OWNER,3
1754,1754,1446,OWNER,1
1755,1755,1447,OWNER,3
1756,1756,1448,OWNER,3
1757,1757,1448,DISPONENT,3
1758,1758,1449,OWNER,2
1759,1759,1450,OWNER,3
1760,1760,1451,OWNER,3
1761,1761,1452,OWNER,3
1762,1762,1453,OWNER,3
1763,1763,1454,OWNER,3
1764,1764,1455,OWNER,3
1765,1765,1456,OWNER,1
1768,1768,1458,OWNER,1
1769,1769,1459,OWNER,3
1770,1770,1459,DISPONENT,3
1771,1771,1460,OWNER,2
1772,1772,1461,OWNER,3
1774,1774,1463,OWNER,2
1775,1775,1464,OWNER,3
1776,1776,1465,OWNER,3
1777,1777,1466,OWNER,2
1778,1778,1466,DISPONENT,2
1779,1779,1467,OWNER,1
1780,1780,1468,OWNER,1
1781,1781,1469,OWNER,3
1782,1782,1470,OWNER,1
1783,1783,1471,OWNER,2
1784,1784,1472,OWNER,2
1785,1785,1473,OWNER,3
1786,1786,1474,OWNER,2
1787,1787,1474,DISPONENT,2
1788,1788,1475,OWNER,3
1789,1789,1476,OWNER,2
1790,1790,1477,OWNER,2
1791,1791,1478,OWNER,2
1792,1792,1479,OWNER,1
1793,1793,1480,OWNER,2
1794,1794,1481,OWNER,3
1795,1795,1482,OWNER,2
1796,1796,1483,OWNER,3
1797,1797,1483,DISPONENT,3
1798,1798,1484,OWNER,2
1799,1799,1485,OWNER,2
1800,1800,1486,OWNER,2
1801,1801,1487,OWNER,2
1802,1802,1487,DISPONENT,2
1803,1803,1488,OWNER,3
1806,1806,1490,OWNER,1
1807,1807,1491,OWNER,2
1808,1808,1491,DISPONENT,2
1809,1809,1492,OWNER,1
1810,1810,1493,OWNER,2
1811,1811,1494,OWNER,2
1812,1812,1495,OWNER,3
1813,1813,1495,DISPONENT,3
1814,1814,1496,OWNER,1
1815,1815,1497,OWNER,2
1816,1816,1498,OWNER,3
1817,1817,1499,OWNER,2
1818,1818,1499,DISPONENT,2
1819,1819,1500,OWNER,2
1820,1820,1501,OWNER,2
1821,1821,1502,OWNER,1
1822,1822,1503,OWNER,3
1823,1823,1504,OWNER,1
1824,1824,1505,OWNER,2
1825,1825,1506,OWNER,2
1826,1826,1507,OWNER,1
1827,1827,1507,DISPONENT,1
1828,1828,1508,OWNER,1
1829,1829,1509,OWNER,1
1830,1830,1510,OWNER,3
1831,1831,1511,OWNER,2
1832,1832,1512,OWNER,1
1833,1833,1513,OWNER,1
1834,1834,1514,OWNER,2
1835,1835,1514,DISPONENT,2
1836,1836,1515,OWNER,2
1837,1837,1516,OWNER,2
1838,1838,1516,DISPONENT,2
1839,1839,1517,OWNER,3
1840,1840,1517,DISPONENT,3
1841,1841,1518,OWNER,1
1842,1842,1519,OWNER,2
1843,1843,1520,OWNER,2
1844,1844,1521,OWNER,2
1845,1845,1521,DISPONENT,2
1846,1846,1522,OWNER,3
1847,1847,1523,OWNER,2
1848,1848,1524,OWNER,1
1849,1849,1525,OWNER,3
1850,1850,1526,OWNER,2
1851,1851,1527,OWNER,2
1852,1852,1528,OWNER,2
1853,1853,1529,OWNER,3
1854,1854,1530,OWNER,2
1856,1856,1532,OWNER,1
1857,1857,1532,DISPONENT,1
1860,1860,1534,OWNER,2
1861,1861,1535,OWNER,2
1862,1862,1536,OWNER,2
1863,1863,1537,OWNER,2
1864,1864,1538,OWNER,3
1865,1865,1538,DISPONENT,3
1866,1866,1539,OWNER,3
1867,1867,1540,OWNER,1
1868,1868,1541,OWNER,2
1869,1869,1542,OWNER,2
1870,1870,1542,DISPONENT,2
1871,1871,1543,OWNER,2
1872,1872,1544,OWNER,3
1873,1873,1544,DISPONENT,3
1874,1874,1545,OWNER,2
1875,1875,1546,OWNER,2
1876,1876,1547,OWNER,1
1877,1877,1548,OWNER,2
1878,1878,1548,DISPONENT,2
1879,1879,1549,OWNER,3
1880,1880,1550,OWNER,2
1881,1881,1551,OWNER,1
1882,1882,1551,DISPONENT,1
1883,1883,1552,OWNER,3
1884,1884,1553,OWNER,3
1885,1885,1554,OWNER,1
1886,1886,1555,OWNER,1
1887,1887,1556,OWNER,2
1888,1888,1557,OWNER,3
1889,1889,1558,OWNER,3
1890,1890,1559,OWNER,2
1891,1891,1560,OWNER,2
1892,1892,1561,OWNER,3
1893,1893,1561,DISPONENT,3
1894,1894,1562,OWNER,3
1895,1895,1563,OWNER,2
1896,1896,1564,OWNER,1
1897,1897,1565,OWNER,1
1898,1898,1566,OWNER,1
1899,1899,1567,OWNER,1
1900,1900,1568,OWNER,3
1901,1901,1568,DISPONENT,3
1903,1903,1570,OWNER,2
1904,1904,1571,OWNER,2
1905,1905,1572,OWNER,1
1906,1906,1573,OWNER,3
1907,1907,1574,OWNER,3
1908,1908,1575,OWNER,3
1909,1909,1576,OWNER,3
1910,1910,1577,OWNER,3
1911,1911,1578,OWNER,1
1912,1912,1579,OWNER,1
1913,1913,1580,OWNER,1
1914,1914,1581,OWNER,1
1915,1915,1581,DISPONENT,1
1916,1916,1582,OWNER,3
1917,1917,1583,OWNER,3
1919,1919,1584,OWNER,3
1920,1920,1585,OWNER,1
1921,1921,1586,OWNER,3
1922,1922,1586,DISPONENT,3
1923,1923,1587,OWNER,3
1924,1924,1588,OWNER,1
1925,1925,1589,OWNER,3
1926,1926,1589,DISPONENT,3
1927,1927,1590,OWNER,3
1928,1928,1590,DISPONENT,3
1929,1929,1591,OWNER,1
1930,1930,1592,OWNER,3
1931,1931,1593,OWNER,3
1932,1932,1594,OWNER,3
1934,1934,1596,OWNER,2
1935,1935,1597,OWNER,2
1936,1936,1598,OWNER,2
1937,1937,1598,DISPONENT,2
1938,1938,1599,OWNER,2
1939,1939,1600,OWNER,1
1940,1940,1600,DISPONENT,1
1941,1941,1601,OWNER,3
1942,1942,1601,DISPONENT,3
1943,1943,1602,OWNER,1
1944,1944,1603,OWNER,2
1945,1945,1604,OWNER,2
1946,1946,1605,OWNER,1
1947,1947,1606,OWNER,2
1948,1948,1607,OWNER,3
1949,1949,1607,DISPONENT,3
1950,1950,1608,OWNER,2
1951,1951,1609,OWNER,1
1952,1952,1610,OWNER,1
1953,1953,1610,DISPONENT,1
1954,1954,1611,OWNER,2
1955,1955,1612,OWNER,2
1956,1956,1613,OWNER,3
1957,1957,1614,OWNER,3
1958,1958,1614,DISPONENT,3
1959,1959,1615,OWNER,3
1960,1960,1616,OWNER,1
1961,1961,1617,OWNER,3
1962,1962,1618,OWNER,1
1963,1963,1619,OWNER,1
1964,1964,1620,OWNER,3
1965,1965,1621,OWNER,3
1966,1966,1622,OWNER,1
1967,1967,1623,OWNER,1
1968,1968,1623,DISPONENT,1
1969,1969,1624,OWNER,1
1970,1970,1625,OWNER,2
1971,1971,1626,OWNER,1
1972,1972,1627,OWNER,3
1973,1973,1628,OWNER,3
1974,1974,1629,OWNER,1
1975,1975,1629,DISPONENT,1
1976,1976,1630,OWNER,1
1977,1977,1631,OWNER,3
1978,1978,1632,OWNER,2
1979,1979,1633,OWNER,1
1980,1980,1634,OWNER,3
1981,1981,1635,OWNER,3
1982,1982,1636,OWNER,2
1983,1983,1636,DISPONENT,2
1984,1984,1637,OWNER,3
1985,1985,1638,OWNER,2
1986,1986,1638,DISPONENT,2
1988,1988,1640,OWNER,1
1989,1989,1641,OWNER,2
1990,1990,1641,DISPONENT,2
1991,1991,1642,OWNER,1
1993,1993,1644,OWNER,1
1994,1994,1644,DISPONENT,1
1995,1995,1645,OWNER,3
1996,1996,1646,OWNER,1
1997,1997,1647,OWNER,2
1998,1998,1648,OWNER,1
1999,1999,1649,OWNER,1
2000,2000,1650,OWNER,2
2001,2001,1651,OWNER,2
2002,2002,1652,OWNER,2
2003,2003,1652,DISPONENT,2
2004,2004,1653,OWNER,1
2005,2005,1654,OWNER,3
2006,2006,1655,OWNER,3
2007,2007,1655,DISPONENT,3
