account_id,district_id,frequency,date,bank_id
2841,71,POPLATEK MESICNE,930727,2
563,53,POPLATEK MESICNE,930727,3
2732,5,POPLATEK MESICNE,930727,2
1297,70,POPLATEK MESICNE,930727,2
7485,39,POPLATEK MESICNE,930728,1
2088,4,POPLATEK MESICNE,930728,1
225,1,POPLATEK MESICNE,930728,3
1630,72,POPLATEK MESICNE,930728,1
403,1,POPLATEK MESICNE,930729,3
445,63,POPLATEK TYDNE,930729,2
186,1,POPLATEK TYDNE,930729,2
3720,36,POPLATEK MESICNE,930730,1
574,70,POPLATEK MESICNE,930730,2
1429,57,POPLATEK MESICNE,930730,3
3580,43,POPLATEK MESICNE,930801,3
7819,38,POPLATEK MESICNE,930801,3
759,23,POPLATEK MESICNE,930801,1
6363,74,POPLATEK MESICNE,930801,2
3738,51,POPLATEK MESICNE,930801,1
4000,7,POPLATEK MESICNE,930802,1
9041,1,POPLATEK MESICNE,930803,3
2620,22,POPLATEK MESICNE,930803,3
3609,28,POPLATEK MESICNE,930803,3
1382,48,POPLATEK MESICNE,930803,3
930,41,POPLATEK MESICNE,930803,3
1925,12,POPLATEK MESICNE,930803,3
1834,62,POPLATEK MESICNE,930803,2
1507,35,POPLATEK MESICNE,930803,1
7857,75,POPLATEK MESICNE,930804,2
6636,72,POPLATEK TYDNE,930804,1
601,29,POPLATEK MESICNE,930804,3
3298,29,POPLATEK MESICNE,930804,3
2938,1,POPLATEK MESICNE,930804,3
2199,1,POPLATEK MESICNE,930804,3
3745,5,POPLATEK MESICNE,930804,2
3699,50,POPLATEK MESICNE,930805,1
816,52,POPLATEK MESICNE,930805,1
3656,53,POPLATEK MESICNE,930806,1
2038,42,POPLATEK MESICNE,930806,1
2542,21,POPLATEK MESICNE,930807,1
1136,12,POPLATEK MESICNE,930807,1
1589,37,POPLATEK MESICNE,930807,3
3136,69,POPLATEK MESICNE,930807,1
3547,54,POPLATEK MESICNE,930807,3
26,52,POPLATEK MESICNE,930808,2
657,47,POPLATEK MESICNE,930808,3
3538,58,POPLATEK MESICNE,930808,3
2167,16,POPLATEK MESICNE,930808,1
3127,66,POPLATEK MESICNE,930808,2
47,45,POPLATEK MESICNE,930808,2
3850,8,POPLATEK MESICNE,930809,3
5366,70,POPLATEK MESICNE,930809,1
747,39,POPLATEK MESICNE,930809,1
3166,71,POPLATEK MESICNE,930810,3
11021,1,POPLATEK MESICNE,930810,3
1701,1,POPLATEK MESICNE,930810,3
3613,43,POPLATEK MESICNE,930810,3
3600,27,POPLATEK MESICNE,930810,2
3792,10,POPLATEK MESICNE,930811,2
523,1,POPLATEK MESICNE,930811,2
3808,38,POPLATEK MESICNE,930811,2
1401,1,POPLATEK MESICNE,930812,2
541,61,POPLATEK MESICNE,930812,3
1023,21,POPLATEK MESICNE,930813,2
3683,33,POPLATEK MESICNE,930813,3
3220,29,POPLATEK MESICNE,930814,2
1779,33,POPLATEK MESICNE,930815,2
1912,64,POPLATEK MESICNE,930815,2
238,6,POPLATEK MESICNE,930815,3
3113,67,POPLATEK MESICNE,930816,2
5481,52,POPLATEK MESICNE,930816,1
3035,15,POPLATEK TYDNE,930816,2
942,9,POPLATEK MESICNE,930816,2
3221,5,POPLATEK MESICNE,930817,2
2616,1,POPLATEK MESICNE,930817,3
2137,4,POPLATEK PO OBRATU,930817,1
978,73,POPLATEK MESICNE,930818,2
2771,37,POPLATEK MESICNE,930818,1
3891,1,POPLATEK MESICNE,930818,2
9236,11,POPLATEK MESICNE,930818,2
274,76,POPLATEK MESICNE,930820,2
552,14,POPLATEK MESICNE,930820,2
2417,44,POPLATEK MESICNE,930820,3
3868,43,POPLATEK MESICNE,930821,2
9869,12,POPLATEK MESICNE,930821,2
1875,44,POPLATEK MESICNE,930821,2
8212,52,POPLATEK PO OBRATU,930821,1
3477,71,POPLATEK MESICNE,930822,1
1513,30,POPLATEK MESICNE,930823,1
3053,11,POPLATEK MESICNE,930823,2
1057,13,POPLATEK MESICNE,930823,1
6030,47,POPLATEK MESICNE,930824,3
3407,28,POPLATEK MESICNE,930824,1
1761,24,POPLATEK MESICNE,930824,2
3306,75,POPLATEK MESICNE,930824,3
162,60,POPLATEK MESICNE,930825,3
5011,31,POPLATEK MESICNE,930825,1
965,20,POPLATEK MESICNE,930825,1
1305,57,POPLATEK MESICNE,930825,2
815,56,POPLATEK MESICNE,930825,3
1449,35,POPLATEK MESICNE,930826,2
950,49,POPLATEK MESICNE,930826,1
3361,45,POPLATEK MESICNE,930826,2
3837,48,POPLATEK PO OBRATU,930826,1
33,22,POPLATEK MESICNE,930826,1
2894,17,POPLATEK MESICNE,930828,2
2510,61,POPLATEK MESICNE,930828,3
389,30,POPLATEK MESICNE,930828,1
6051,56,POPLATEK MESICNE,930828,1
730,4,POPLATEK MESICNE,930828,2
1694,6,POPLATEK TYDNE,930829,3
721,76,POPLATEK MESICNE,930829,1
1106,20,POPLATEK TYDNE,930829,2
3319,56,POPLATEK MESICNE,930829,1
10451,1,POPLATEK MESICNE,930829,3
172,13,POPLATEK MESICNE,930830,3
3920,74,POPLATEK MESICNE,930901,2
3011,64,POPLATEK MESICNE,930901,2
1337,23,POPLATEK MESICNE,930901,3
2592,69,POPLATEK MESICNE,930901,2
146,4,POPLATEK MESICNE,930902,3
2576,1,POPLATEK MESICNE,930902,3
3195,40,POPLATEK MESICNE,930902,3
8073,24,POPLATEK PO OBRATU,930903,1
4463,67,POPLATEK MESICNE,930903,1
2082,36,POPLATEK MESICNE,930903,2
2020,13,POPLATEK MESICNE,930904,3
160,23,POPLATEK MESICNE,930904,3
7607,1,POPLATEK MESICNE,930905,1
117,31,POPLATEK MESICNE,930905,2
3509,2,POPLATEK MESICNE,930905,1
151,76,POPLATEK MESICNE,930906,1
1719,1,POPLATEK MESICNE,930906,1
3456,32,POPLATEK MESICNE,930906,1
2951,44,POPLATEK MESICNE,930906,3
7190,49,POPLATEK MESICNE,930906,1
1827,10,POPLATEK MESICNE,930906,3
1689,55,POPLATEK MESICNE,930907,2
1197,68,POPLATEK MESICNE,930907,2
5952,50,POPLATEK MESICNE,930907,3
6930,41,POPLATEK MESICNE,930908,1
1107,42,POPLATEK MESICNE,930908,1
8475,4,POPLATEK MESICNE,930908,3
3575,7,POPLATEK MESICNE,930908,3
2691,69,POPLATEK MESICNE,930908,2
3323,13,POPLATEK MESICNE,930908,1
2428,72,POPLATEK MESICNE,930908,3
2649,2,POPLATEK MESICNE,930908,2
2907,70,POPLATEK MESICNE,930909,2
1091,16,POPLATEK MESICNE,930909,3
1487,66,POPLATEK MESICNE,930910,2
3157,77,POPLATEK MESICNE,930910,3
4414,24,POPLATEK MESICNE,930910,3
2302,24,POPLATEK MESICNE,930910,1
1410,74,POPLATEK MESICNE,930911,3
1146,67,POPLATEK MESICNE,930912,3
8564,68,POPLATEK MESICNE,930912,1
750,73,POPLATEK MESICNE,930912,1
2150,37,POPLATEK MESICNE,930912,3
10940,50,POPLATEK MESICNE,930913,3
9337,30,POPLATEK MESICNE,930913,1
861,22,POPLATEK MESICNE,930913,3
10440,72,POPLATEK MESICNE,930913,3
10036,1,POPLATEK MESICNE,930913,1
1234,6,POPLATEK MESICNE,930913,1
7774,74,POPLATEK PO OBRATU,930914,1
1547,72,POPLATEK MESICNE,930914,1
1079,74,POPLATEK MESICNE,930914,3
3863,15,POPLATEK MESICNE,930914,1
3480,58,POPLATEK MESICNE,930914,1
2671,1,POPLATEK MESICNE,930915,3
1705,70,POPLATEK MESICNE,930915,1
3028,27,POPLATEK MESICNE,930915,2
3310,25,POPLATEK MESICNE,930915,2
6715,48,POPLATEK TYDNE,930915,3
3255,1,POPLATEK MESICNE,930915,3
3751,9,POPLATEK MESICNE,930915,1
2987,18,POPLATEK MESICNE,930916,3
857,77,POPLATEK MESICNE,930916,3
3042,10,POPLATEK MESICNE,930916,1
2695,16,POPLATEK MESICNE,930916,2
2849,1,POPLATEK MESICNE,930916,1
2802,1,POPLATEK MESICNE,930916,2
34,67,POPLATEK TYDNE,930917,2
7133,1,POPLATEK MESICNE,930917,3
699,1,POPLATEK MESICNE,930917,1
2282,29,POPLATEK TYDNE,930917,1
8489,19,POPLATEK MESICNE,930918,1
837,46,POPLATEK MESICNE,930918,1
8759,1,POPLATEK MESICNE,930918,3
1602,33,POPLATEK MESICNE,930919,1
2958,48,POPLATEK MESICNE,930919,1
3408,62,POPLATEK MESICNE,930919,2
153,77,POPLATEK MESICNE,930919,1
3268,21,POPLATEK MESICNE,930920,1
854,62,POPLATEK MESICNE,930921,2
1831,1,POPLATEK MESICNE,930921,1
39,36,POPLATEK MESICNE,930922,3
1811,40,POPLATEK MESICNE,930922,1
3822,8,POPLATEK MESICNE,930922,1
1404,7,POPLATEK TYDNE,930922,2
517,76,POPLATEK MESICNE,930922,2
1440,55,POPLATEK MESICNE,930922,1
3505,46,POPLATEK MESICNE,930923,3
1804,20,POPLATEK TYDNE,930923,3
2617,1,POPLATEK MESICNE,930924,1
467,74,POPLATEK MESICNE,930924,3
4437,40,POPLATEK MESICNE,930924,2
1453,61,POPLATEK TYDNE,930925,3
3977,7,POPLATEK MESICNE,930925,1
8982,64,POPLATEK MESICNE,930925,3
27,73,POPLATEK MESICNE,930926,2
4511,33,POPLATEK MESICNE,930926,3
1052,61,POPLATEK MESICNE,930927,3
10227,62,POPLATEK PO OBRATU,930927,1
3171,61,POPLATEK MESICNE,930928,1
228,5,POPLATEK MESICNE,930928,3
3618,29,POPLATEK MESICNE,930929,1
1016,40,POPLATEK MESICNE,930929,2
15,70,POPLATEK MESICNE,931002,2
3237,20,POPLATEK MESICNE,931002,3
1485,36,POPLATEK MESICNE,931003,2
7769,23,POPLATEK MESICNE,931003,3
2613,26,POPLATEK MESICNE,931003,2
2201,8,POPLATEK MESICNE,931005,1
1896,74,POPLATEK MESICNE,931005,3
5387,1,POPLATEK MESICNE,931005,3
3535,1,POPLATEK MESICNE,931005,3
1120,1,POPLATEK MESICNE,931005,1
235,41,POPLATEK MESICNE,931006,2
3701,76,POPLATEK MESICNE,931006,3
1516,67,POPLATEK MESICNE,931008,2
4543,33,POPLATEK MESICNE,931008,1
2427,70,POPLATEK TYDNE,931008,3
1981,64,POPLATEK MESICNE,931008,3
8566,74,POPLATEK MESICNE,931008,1
678,17,POPLATEK MESICNE,931008,1
4659,56,POPLATEK MESICNE,931008,2
4059,34,POPLATEK MESICNE,931008,1
4013,73,POPLATEK PO OBRATU,931008,3
7011,75,POPLATEK MESICNE,931008,1
2132,76,POPLATEK MESICNE,931008,3
1816,44,POPLATEK MESICNE,931008,2
2623,58,POPLATEK MESICNE,931009,1
2793,47,POPLATEK MESICNE,931009,3
2479,18,POPLATEK MESICNE,931009,1
11135,75,POPLATEK MESICNE,931010,3
8041,1,POPLATEK MESICNE,931010,3
492,5,POPLATEK MESICNE,931010,1
799,56,POPLATEK MESICNE,931010,1
3972,51,POPLATEK MESICNE,931011,2
1468,54,POPLATEK MESICNE,931011,1
624,70,POPLATEK MESICNE,931011,2
3483,40,POPLATEK MESICNE,931012,2
4260,56,POPLATEK MESICNE,931014,1
616,43,POPLATEK MESICNE,931014,2
931,59,POPLATEK MESICNE,931015,2
102,11,POPLATEK MESICNE,931016,2
540,75,POPLATEK MESICNE,931016,3
2660,1,POPLATEK TYDNE,931017,3
4287,1,POPLATEK MESICNE,931017,2
3551,6,POPLATEK MESICNE,931017,2
2072,41,POPLATEK MESICNE,931017,2
4119,77,POPLATEK MESICNE,931018,2
1345,28,POPLATEK MESICNE,931019,1
1565,36,POPLATEK MESICNE,931020,1
2824,11,POPLATEK MESICNE,931020,1
2052,61,POPLATEK MESICNE,931020,3
1767,21,POPLATEK MESICNE,931020,3
2140,75,POPLATEK MESICNE,931021,3
1051,35,POPLATEK MESICNE,931021,2
3927,56,POPLATEK MESICNE,931022,3
2050,1,POPLATEK MESICNE,931022,2
2276,31,POPLATEK MESICNE,931022,3
126,5,POPLATEK MESICNE,931023,1
2859,11,POPLATEK MESICNE,931023,2
2667,23,POPLATEK MESICNE,931023,2
1789,46,POPLATEK MESICNE,931023,3
838,47,POPLATEK MESICNE,931023,3
3264,70,POPLATEK MESICNE,931023,2
198,70,POPLATEK MESICNE,931025,1
2345,5,POPLATEK MESICNE,931025,1
5256,72,POPLATEK PO OBRATU,931025,1
40,64,POPLATEK MESICNE,931025,1
419,13,POPLATEK MESICNE,931025,3
3892,43,POPLATEK MESICNE,931025,1
1217,69,POPLATEK MESICNE,931025,2
397,11,POPLATEK MESICNE,931026,2
3146,68,POPLATEK MESICNE,931026,1
287,16,POPLATEK MESICNE,931027,1
2180,45,POPLATEK MESICNE,931027,3
354,59,POPLATEK MESICNE,931028,1
259,2,POPLATEK MESICNE,931028,1
1666,67,POPLATEK MESICNE,931030,3
1495,36,POPLATEK MESICNE,931101,3
2582,28,POPLATEK MESICNE,931101,3
4470,16,POPLATEK MESICNE,931101,1
1381,57,POPLATEK MESICNE,931101,2
2435,38,POPLATEK MESICNE,931101,1
542,1,POPLATEK MESICNE,931101,1
1123,13,POPLATEK MESICNE,931101,1
3225,1,POPLATEK MESICNE,931101,1
1133,1,POPLATEK MESICNE,931101,2
3086,1,POPLATEK MESICNE,931102,3
2250,35,POPLATEK MESICNE,931102,3
340,1,POPLATEK MESICNE,931103,2
4079,52,POPLATEK MESICNE,931103,2
841,1,POPLATEK MESICNE,931104,2
2269,6,POPLATEK MESICNE,931104,3
2867,30,POPLATEK MESICNE,931104,2
3371,68,POPLATEK MESICNE,931104,2
520,60,POPLATEK MESICNE,931104,1
743,10,POPLATEK MESICNE,931105,3
3640,10,POPLATEK MESICNE,931105,3
3354,63,POPLATEK MESICNE,931105,2
107,64,POPLATEK MESICNE,931105,3
243,55,POPLATEK TYDNE,931106,3
3687,71,POPLATEK MESICNE,931106,3
1984,73,POPLATEK MESICNE,931107,3
4173,1,POPLATEK MESICNE,931108,2
2700,74,POPLATEK MESICNE,931108,1
2318,73,POPLATEK MESICNE,931108,2
7965,55,POPLATEK MESICNE,931108,1
3352,42,POPLATEK MESICNE,931108,2
4255,70,POPLATEK TYDNE,931108,3
73,72,POPLATEK MESICNE,931108,3
3948,1,POPLATEK MESICNE,931109,2
648,13,POPLATEK MESICNE,931109,1
3688,70,POPLATEK MESICNE,931110,2
462,29,POPLATEK MESICNE,931110,3
3243,1,POPLATEK MESICNE,931110,3
8625,64,POPLATEK MESICNE,931110,3
321,47,POPLATEK MESICNE,931111,2
3548,23,POPLATEK MESICNE,931111,2
5984,11,POPLATEK MESICNE,931111,2
3091,3,POPLATEK MESICNE,931111,2
626,72,POPLATEK MESICNE,931111,1
998,47,POPLATEK MESICNE,931111,1
3326,5,POPLATEK MESICNE,931111,2
2457,76,POPLATEK MESICNE,931111,3
2549,74,POPLATEK MESICNE,931112,1
1947,35,POPLATEK MESICNE,931112,3
2738,41,POPLATEK MESICNE,931112,3
1809,1,POPLATEK TYDNE,931112,2
519,24,POPLATEK MESICNE,931112,3
2665,61,POPLATEK MESICNE,931113,3
1114,6,POPLATEK TYDNE,931113,2
8957,1,POPLATEK MESICNE,931113,1
2271,68,POPLATEK MESICNE,931113,1
196,4,POPLATEK MESICNE,931114,2
3218,41,POPLATEK MESICNE,931114,1
3660,74,POPLATEK MESICNE,931114,3
787,10,POPLATEK MESICNE,931114,1
3820,1,POPLATEK MESICNE,931114,2
10906,76,POPLATEK MESICNE,931114,3
914,73,POPLATEK MESICNE,931114,1
9656,61,POPLATEK MESICNE,931114,2
1941,60,POPLATEK MESICNE,931115,3
3617,22,POPLATEK MESICNE,931115,2
3370,49,POPLATEK MESICNE,931115,1
1664,56,POPLATEK MESICNE,931115,1
4337,29,POPLATEK MESICNE,931116,1
2557,40,POPLATEK MESICNE,931117,1
1527,31,POPLATEK PO OBRATU,931117,2
3938,57,POPLATEK MESICNE,931117,3
1686,11,POPLATEK MESICNE,931118,3
10670,60,POPLATEK MESICNE,931118,2
3309,66,POPLATEK MESICNE,931120,3
3107,5,POPLATEK MESICNE,931120,2
8377,29,POPLATEK MESICNE,931120,2
345,5,POPLATEK MESICNE,931120,1
498,1,POPLATEK MESICNE,931121,3
3571,39,POPLATEK MESICNE,931121,2
5991,1,POPLATEK MESICNE,931121,1
1128,74,POPLATEK MESICNE,931121,3
10439,66,POPLATEK MESICNE,931121,1
1302,55,POPLATEK MESICNE,931121,1
10788,67,POPLATEK TYDNE,931122,2
4343,31,POPLATEK MESICNE,931122,1
2460,1,POPLATEK MESICNE,931122,1
1931,20,POPLATEK MESICNE,931123,3
2972,12,POPLATEK MESICNE,931123,1
1286,66,POPLATEK PO OBRATU,931123,1
1235,76,POPLATEK MESICNE,931123,3
4385,23,POPLATEK MESICNE,931123,3
7449,1,POPLATEK MESICNE,931124,1
545,54,POPLATEK MESICNE,931124,2
245,65,POPLATEK MESICNE,931125,2
688,74,POPLATEK MESICNE,931125,2
173,66,POPLATEK MESICNE,931126,3
10904,48,POPLATEK MESICNE,931126,1
7844,1,POPLATEK MESICNE,931126,1
6353,26,POPLATEK MESICNE,931126,2
604,12,POPLATEK MESICNE,931126,1
6806,1,POPLATEK MESICNE,931126,2
5927,15,POPLATEK MESICNE,931126,2
2419,24,POPLATEK MESICNE,931127,1
1288,11,POPLATEK MESICNE,931127,2
3003,18,POPLATEK MESICNE,931127,2
10131,1,POPLATEK MESICNE,931127,1
1952,70,POPLATEK MESICNE,931128,3
651,72,POPLATEK MESICNE,931128,2
2989,4,POPLATEK MESICNE,931128,2
1499,47,POPLATEK MESICNE,931128,2
426,1,POPLATEK MESICNE,931129,2
3570,44,POPLATEK MESICNE,931129,3
4237,18,POPLATEK MESICNE,931129,3
2739,59,POPLATEK MESICNE,931129,3
4526,63,POPLATEK MESICNE,931129,1
1621,75,POPLATEK MESICNE,931201,3
344,54,POPLATEK MESICNE,931201,1
1359,8,POPLATEK MESICNE,931202,3
290,56,POPLATEK MESICNE,931202,1
66,48,POPLATEK PO OBRATU,931203,2
1314,48,POPLATEK MESICNE,931203,3
3145,4,POPLATEK MESICNE,931203,2
1204,29,POPLATEK MESICNE,931203,2
437,43,POPLATEK MESICNE,931203,1
2063,1,POPLATEK MESICNE,931204,3
3087,15,POPLATEK MESICNE,931204,2
2588,5,POPLATEK MESICNE,931204,1
956,74,POPLATEK MESICNE,931205,2
597,41,POPLATEK MESICNE,931205,3
3129,5,POPLATEK MESICNE,931205,1
884,2,POPLATEK MESICNE,931207,2
4264,28,POPLATEK MESICNE,931207,2
3223,1,POPLATEK MESICNE,931207,3
737,34,POPLATEK MESICNE,931208,2
2306,38,POPLATEK MESICNE,931208,2
1673,53,POPLATEK MESICNE,931208,2
10663,11,POPLATEK MESICNE,931208,3
3345,22,POPLATEK MESICNE,931208,2
1970,8,POPLATEK MESICNE,931208,3
2504,16,POPLATEK MESICNE,931209,3
358,12,POPLATEK MESICNE,931209,2
2980,66,POPLATEK MESICNE,931209,2
3918,53,POPLATEK MESICNE,931209,3
1680,59,POPLATEK MESICNE,931210,3
3039,1,POPLATEK MESICNE,931210,1
3380,64,POPLATEK MESICNE,931210,2
2128,22,POPLATEK MESICNE,931210,2
903,47,POPLATEK MESICNE,931210,2
1762,28,POPLATEK MESICNE,931211,1
61,70,POPLATEK MESICNE,931211,1
391,36,POPLATEK MESICNE,931211,2
2305,1,POPLATEK MESICNE,931211,1
1588,67,POPLATEK MESICNE,931211,1
183,43,POPLATEK MESICNE,931212,2
365,74,POPLATEK MESICNE,931212,1
2476,32,POPLATEK MESICNE,931212,2
347,65,POPLATEK MESICNE,931213,1
1877,76,POPLATEK MESICNE,931213,2
3196,1,POPLATEK MESICNE,931213,2
2928,55,POPLATEK MESICNE,931214,2
1225,4,POPLATEK MESICNE,931214,3
3825,7,POPLATEK MESICNE,931214,2
180,55,POPLATEK TYDNE,931214,3
2813,24,POPLATEK MESICNE,931215,3
1605,72,POPLATEK MESICNE,931216,1
1792,7,POPLATEK MESICNE,931216,2
1604,54,POPLATEK MESICNE,931216,2
883,1,POPLATEK MESICNE,931217,3
441,27,POPLATEK TYDNE,931217,1
3429,73,POPLATEK MESICNE,931217,3
4514,69,POPLATEK MESICNE,931218,1
1088,32,POPLATEK MESICNE,931219,2
3094,56,POPLATEK MESICNE,931220,1
1768,15,POPLATEK MESICNE,931220,2
2768,73,POPLATEK MESICNE,931220,2
2257,57,POPLATEK MESICNE,931221,3
1882,1,POPLATEK MESICNE,931221,2
719,30,POPLATEK MESICNE,931221,3
5092,74,POPLATEK MESICNE,931221,1
3292,1,POPLATEK MESICNE,931221,1
3604,75,POPLATEK MESICNE,931222,1
2733,76,POPLATEK MESICNE,931222,1
3669,76,POPLATEK MESICNE,931222,1
1940,52,POPLATEK MESICNE,931222,1
3056,55,POPLATEK MESICNE,931222,3
1419,33,POPLATEK MESICNE,931222,1
2971,76,POPLATEK TYDNE,931223,2
1959,62,POPLATEK MESICNE,931224,3
3164,33,POPLATEK MESICNE,931224,2
3197,1,POPLATEK MESICNE,931225,1
2770,42,POPLATEK MESICNE,931225,2
7944,59,POPLATEK MESICNE,931227,1
1080,55,POPLATEK MESICNE,931227,1
6148,74,POPLATEK MESICNE,931227,1
2010,1,POPLATEK MESICNE,931227,1
3135,72,POPLATEK MESICNE,931227,3
1098,47,POPLATEK MESICNE,931228,1
100,41,POPLATEK MESICNE,931228,3
2913,8,POPLATEK MESICNE,931228,1
1153,35,POPLATEK MESICNE,931229,2
1635,19,POPLATEK MESICNE,931229,3
2842,14,POPLATEK MESICNE,931229,2
3759,1,POPLATEK MESICNE,931229,1
3594,29,POPLATEK MESICNE,931230,2
2778,38,POPLATEK MESICNE,931230,2
2161,15,POPLATEK TYDNE,931230,1
2789,14,POPLATEK MESICNE,940101,2
1552,18,POPLATEK MESICNE,940102,3
628,72,POPLATEK MESICNE,940103,1
1458,29,POPLATEK MESICNE,940103,1
2673,34,POPLATEK MESICNE,940104,1
1788,1,POPLATEK MESICNE,940104,2
1193,29,POPLATEK MESICNE,940105,3
969,19,POPLATEK MESICNE,940108,2
1512,1,POPLATEK MESICNE,940108,1
3997,62,POPLATEK MESICNE,940113,1
2179,1,POPLATEK TYDNE,940114,1
1164,35,POPLATEK MESICNE,940114,1
4774,66,POPLATEK MESICNE,940114,1
4413,74,POPLATEK TYDNE,940115,2
1824,52,POPLATEK MESICNE,940117,3
1231,7,POPLATEK MESICNE,940118,3
2664,58,POPLATEK MESICNE,940120,2
1627,1,POPLATEK MESICNE,940120,3
9104,10,POPLATEK MESICNE,940121,2
2326,70,POPLATEK MESICNE,940124,2
4356,47,POPLATEK MESICNE,940126,1
3667,55,POPLATEK MESICNE,940126,3
742,77,POPLATEK MESICNE,940128,3
2538,42,POPLATEK MESICNE,940130,2
127,29,POPLATEK MESICNE,940202,1
726,76,POPLATEK MESICNE,940203,2
4907,42,POPLATEK MESICNE,940206,1
2628,64,POPLATEK PO OBRATU,940206,1
3898,70,POPLATEK MESICNE,940207,3
6472,61,POPLATEK MESICNE,940208,2
1770,65,POPLATEK MESICNE,940208,2
2472,60,POPLATEK MESICNE,940208,2
1159,49,POPLATEK MESICNE,940209,1
4418,66,POPLATEK MESICNE,940209,3
1470,19,POPLATEK MESICNE,940210,1
1813,47,POPLATEK MESICNE,940211,2
4416,14,POPLATEK MESICNE,940212,3
2315,75,POPLATEK MESICNE,940213,1
3876,69,POPLATEK MESICNE,940213,1
4329,1,POPLATEK MESICNE,940217,2
3184,1,POPLATEK MESICNE,940218,2
370,25,POPLATEK MESICNE,940218,2
1317,56,POPLATEK MESICNE,940218,2
2675,1,POPLATEK MESICNE,940219,1
3840,76,POPLATEK MESICNE,940219,3
4009,56,POPLATEK MESICNE,940220,3
3886,1,POPLATEK MESICNE,940220,1
3445,1,POPLATEK MESICNE,940222,1
2482,1,POPLATEK MESICNE,940223,3
2361,28,POPLATEK MESICNE,940225,1
974,29,POPLATEK MESICNE,940225,2
2959,8,POPLATEK MESICNE,940225,1
1880,76,POPLATEK MESICNE,940225,1
3355,70,POPLATEK MESICNE,940226,1
2501,30,POPLATEK MESICNE,940226,3
1073,73,POPLATEK MESICNE,940227,3
8558,1,POPLATEK PO OBRATU,940227,2
3101,1,POPLATEK MESICNE,940227,1
2568,17,POPLATEK MESICNE,940302,1
1169,49,POPLATEK PO OBRATU,940302,3
3684,23,POPLATEK MESICNE,940304,3
1406,50,POPLATEK MESICNE,940304,3
71,1,POPLATEK MESICNE,940305,3
3528,10,POPLATEK MESICNE,940305,3
3405,36,POPLATEK MESICNE,940307,3
6118,1,POPLATEK TYDNE,940307,3
2382,59,POPLATEK MESICNE,940308,1
1570,1,POPLATEK MESICNE,940312,2
1511,51,POPLATEK PO OBRATU,940313,2
1237,9,POPLATEK MESICNE,940313,1
3307,30,POPLATEK MESICNE,940313,2
3378,55,POPLATEK MESICNE,940314,2
989,19,POPLATEK MESICNE,940314,2
3253,71,POPLATEK PO OBRATU,940315,3
1626,3,POPLATEK MESICNE,940315,1
289,1,POPLATEK MESICNE,940317,3
1987,54,POPLATEK MESICNE,940317,2
817,5,POPLATEK MESICNE,940318,2
2228,34,POPLATEK MESICNE,940319,2
904,1,POPLATEK MESICNE,940320,3
3824,41,POPLATEK MESICNE,940320,2
3599,63,POPLATEK MESICNE,940320,3
22,1,POPLATEK MESICNE,940323,2
470,64,POPLATEK MESICNE,940323,1
1273,37,POPLATEK MESICNE,940325,3
237,50,POPLATEK MESICNE,940325,2
59,43,POPLATEK MESICNE,940327,3
572,32,POPLATEK MESICNE,940327,3
1269,52,POPLATEK MESICNE,940328,3
855,1,POPLATEK MESICNE,940328,2
3183,45,POPLATEK MESICNE,940401,2
1969,5,POPLATEK MESICNE,940402,1
2799,54,POPLATEK TYDNE,940403,3
1042,43,POPLATEK MESICNE,940403,1
1158,50,POPLATEK MESICNE,940403,3
2713,26,POPLATEK MESICNE,940403,3
740,28,POPLATEK MESICNE,940404,2
493,26,POPLATEK MESICNE,940405,3
2067,76,POPLATEK MESICNE,940407,1
3804,7,POPLATEK MESICNE,940407,1
4259,66,POPLATEK MESICNE,940408,3
2886,1,POPLATEK MESICNE,940408,2
761,43,POPLATEK MESICNE,940409,2
1918,24,POPLATEK MESICNE,940410,1
3036,10,POPLATEK MESICNE,940410,2
3259,1,POPLATEK MESICNE,940411,1
4408,71,POPLATEK TYDNE,940411,1
2009,17,POPLATEK MESICNE,940414,2
1194,1,POPLATEK MESICNE,940415,1
3718,63,POPLATEK MESICNE,940416,2
3201,4,POPLATEK MESICNE,940417,3
460,1,POPLATEK MESICNE,940418,3
784,59,POPLATEK MESICNE,940419,1
3714,2,POPLATEK TYDNE,940421,2
2154,63,POPLATEK MESICNE,940421,1
1256,38,POPLATEK MESICNE,940421,2
1353,51,POPLATEK MESICNE,940421,2
1820,10,POPLATEK MESICNE,940422,1
2494,74,POPLATEK MESICNE,940423,3
2399,1,POPLATEK MESICNE,940426,2
343,18,POPLATEK MESICNE,940426,3
575,38,POPLATEK MESICNE,940426,3
900,48,POPLATEK MESICNE,940426,2
1467,37,POPLATEK MESICNE,940427,1
31,68,POPLATEK MESICNE,940427,3
1375,19,POPLATEK MESICNE,940427,1
1371,1,POPLATEK MESICNE,940427,3
844,53,POPLATEK MESICNE,940428,2
908,62,POPLATEK MESICNE,940429,3
3134,48,POPLATEK MESICNE,940429,3
2092,1,POPLATEK MESICNE,940429,2
3747,1,POPLATEK MESICNE,940501,3
277,32,POPLATEK PO OBRATU,940501,3
3595,30,POPLATEK MESICNE,940501,3
2511,40,POPLATEK MESICNE,940501,3
1388,29,POPLATEK MESICNE,940502,1
4245,52,POPLATEK MESICNE,940502,2
3838,3,POPLATEK MESICNE,940502,1
543,64,POPLATEK MESICNE,940503,2
3653,31,POPLATEK MESICNE,940503,1
